"Genome ID","sample","Version","ST_Enterobase","adk","fumC","gyrB","icd","mdh","purA","recA"
"64a9bbc449cc8b94978094e6","SB2710442442","202214121127-v3.2.1","56","6","4","4","18","24","5","14"
"64a9bbc449cc8b94be809647","SB278791090","202214121127-v3.2.1","1304","6","95","4","18","11","7","14"
"64a9bbc449cc8b94c38095b9","SB278790697","202214121127-v3.2.1","420","13","38","84","13","17","68","34"
"64a9bbc449cc8b94c48096a4","SB279406436","202214121127-v3.2.1","602","6","19","33","26","11","8","6"
"64a9bbc449cc8b94de809839","SB277889619","202214121127-v3.2.1","117","20","45","41","43","5","32","2"
"64a9bbc449cc8b95048096c1","SB277889550","202214121127-v3.2.1","401","1","107","7","11","7","3","7"
"64a9bbc449cc8b951a809636","SB279408130","202214121127-v3.2.1","117","20","45","41","43","5","32","2"
"64a9bbc449cc8b9523809111","SB2713433578","202214121127-v3.2.1","95","37","38","19","37","17","11","26"
"64a9bbc449cc8b957280927d","SB279407406","202214121127-v3.2.1","69","21","35","27","6","5","5","4"
"64a9bbc449cc8b95a48095a6","SB2710442120","202214121127-v3.2.1","101","43","41","15","18","11","7","6"
"64a9bbc449cc8b960e809755","SB2711674112","202214121127-v3.2.1","101","43","41","15","18","11","7","6"
"64a9bbc449cc8b96858096da","SB2711674129","202214121127-v3.2.1","399","6","4","1","95","69","8","20"
"64a9bbc449cc8b96a7809894","SB279407108","202214121127-v3.2.1","12","13","13","9","13","16","10","9"
"64a9bbc449cc8b96c7809211","SB2713433220","202214121127-v3.2.1","942","6","4","3","16","9","8","6"
"64a9bbc449cc8b96c78096bf","SB2710196280","202214121127-v3.2.1","1193","14","14","10","200","17","7","10"
"64a9bbc449cc8b96d6809748","SB277889471","202214121127-v3.2.1","117","20","45","41","43","5","32","2"
"64a9bbc449cc8b96ef809804","SB2711674248","202214121127-v3.2.1","536","6","107","1","95","69","8","20"
"64a9bbc449cc8b97188093d0","SB278790242","202214121127-v3.2.1","2604","13","13","9","13","244","10","9"
"64a9bbc449cc8b97368092c3","SB279406912","202214121127-v3.2.1","372","88","103","19","36","23","44","26"
"64a9bbc449cc8b9753809587","SB279407392","202214121127-v3.2.1","95","37","38","19","37","17","11","26"
"64a9bbc449cc8b975d809623","SB279406521","202214121127-v3.2.1","57","6","31","5","28","1","1","2"
"64a9bbc449cc8b978b809841","SB279408544","202214121127-v3.2.1","141","13","52","10","14","17","25","17"
"64a9bbc449cc8b979c809500","SB279407925","202214121127-v3.2.1","2165","6","23","3","16","9","7","7"
"64a9bbc449cc8b98098094e9","SB279407875","202214121127-v3.2.1","355","36","24","10","13","17","10","25"
"64a9bbc449cc8b982580938b","SB279408837","202214121127-v3.2.1","345","6","4","14","1","20","62","7"
"64a9bbc449cc8b9868809102","SB2713433598","202214121127-v3.2.1","2773","6","6","3","26","9","8","2"
"64a9bbc449cc8b98a3809770","SB2710441579","202214121127-v3.2.1","1582","6","4","4","1","9","26","2"
"64a9bbc449cc8b98cf80943c","SB277889370","202214121127-v3.2.1","6069","64","4","44","9","11","35","7"
"64a9bbc449cc8b992080958c","SB279407947","202214121127-v3.2.1","48","6","11","4","8","8","8","2"
"64a9bbc449cc8b996180917f","SB2713433435","202214121127-v3.2.1","38","4","26","2","25","5","5","19"
"64a9bbc449cc8b998580975a","SB2710442225","202214121127-v3.2.1","1244","6","7","5","8","8","18","2"
"64a9bbc449cc8b99b38090c3","SB2713433741","202214121127-v3.2.1","218","10","11","4","12","8","8","2"
"64a9bbc449cc8b9a0f8092f4","SB278344818","202214121127-v3.2.1","410","6","4","12","1","20","18","7"
"64a9bbc449cc8b9a158094ca","SB277889379","202214121127-v3.2.1","117","20","45","41","43","5","32","2"
"64a9bbc449cc8b9a5d809878","SB2710442235","202214121127-v3.2.1","1011","6","4","159","44","112","1","17"
"64a9bbc449cc8b9b83809216","SB2713433215","202214121127-v3.2.1","607","113","4","5","83","8","8","6"
"64a9bbc449cc8b9c0780922a","SB2713433194","202214121127-v3.2.1","162","9","65","5","1","9","13","6"
"64a9bbc449cc8b9c4c8090d4","SB2713433715","202214121127-v3.2.1","117","20","45","41","43","5","32","2"
"64a9bbc449cc8b9c74809449","SB279406670","202214121127-v3.2.1","1049","6","4","14","16","24","5","14"
"64a9bbc449cc8b9cc28092a3","SB279406796","202214121127-v3.2.1","4260","13","475","49","13","17","64","25"
"64a9bbc449cc8b9cfc8096e2","SB2710445114","202214121127-v3.2.1","372","88","103","19","36","23","44","26"
"64a9bbc449cc8b9d2580972f","SB279407792","202214121127-v3.2.1","12948","6","4","12","1","20","1063","7"
"64a9bbc449cc8b9da980910e","SB2713433581","202214121127-v3.2.1","95","37","38","19","37","17","11","26"
"64a9bbc449cc8b9e338092b9","SB279408090","202214121127-v3.2.1","86","9","6","33","33","24","8","7"
"64a9bbc449cc8b9e4180985e","SB278791085","202214121127-v3.2.1","1193","14","14","10","200","17","7","10"
"64a9bbc449cc8b9e8d80914f","SB2713433494","202214121127-v3.2.1","12","13","13","9","13","16","10","9"
"64a9bbc449cc8b9eb08091c4","SB2713433329","202214121127-v3.2.1","602","6","19","33","26","11","8","6"
"64a9bbc449cc8b9edc809588","SB2710442998","202214121127-v3.2.1","540","6","7","57","1","8","8","2"
"64a9bbc449cc8b9ef18091dc","SB2713433284","202214121127-v3.2.1","101","43","41","15","18","11","7","6"
"64a9bbc449cc8b9f15809580","SB279407839","202214121127-v3.2.1","216","10","11","57","8","7","18","6"
"64a9bbc449cc8b9f1c8096a5","SB278344536","202214121127-v3.2.1","357","13","40","13","13","23","25","66"
"64a9bbc449cc8b9fd280941e","SB279408711","202214121127-v3.2.1","69","21","35","27","6","5","5","4"
"64a9bbc449cc8ba04a809207","SB2713433232","202214121127-v3.2.1","23","6","4","12","1","20","13","7"
"64a9bbc449cc8ba05280954a","SB279406556","202214121127-v3.2.1","212","6","29","4","18","11","8","6"
"64a9bbc449cc8ba0a980963d","SB2710442217","202214121127-v3.2.1","101","43","41","15","18","11","7","6"
"64a9bbc449cc8ba10880959d","SB278790725","202214121127-v3.2.1","69","21","35","27","6","5","5","4"
"64a9bbc449cc8ba1188094f8","SB277889749","202214121127-v3.2.1","602","6","19","33","26","11","8","6"
"64a9bbc449cc8ba16280962c","SB279408477","202214121127-v3.2.1","1385","13","40","93","13","23","28","30"
"64a9bbc449cc8ba1738097fd","SB2710445546","202214121127-v3.2.1","355","36","24","10","13","17","10","25"
"64a9bbc449cc8ba1fc8094ec","SB279407856","202214121127-v3.2.1","86","9","6","33","33","24","8","7"
"64a9bbc449cc8ba31f809675","SB2710196332","202214121127-v3.2.1","69","21","35","27","6","5","5","4"
"64a9bbc449cc8ba33b809467","SB279408503","202214121127-v3.2.1","4623","6","95","4","18","9","8","6"
"64a9bbc449cc8ba33d80988e","SB2710442161","202214121127-v3.2.1","401","1","107","7","11","7","3","7"
"64a9bbc449cc8ba33e80931c","SB278791355","202214121127-v3.2.1","1276","17","231","167","198","7","157","2"
"64a9bbc449cc8ba35380945d","SB279408091","202214121127-v3.2.1","58","6","4","4","16","24","8","14"
"64a9bbc449cc8ba3b0809373","SB278791737","202214121127-v3.2.1","69","21","35","27","6","5","5","4"
"64a9bbc449cc8ba4498093c8","SB279407965","202214121127-v3.2.1","345","6","4","14","1","20","62","7"
"64a9bbc449cc8ba4598091a2","SB2713433390","202214121127-v3.2.1","949","6","4","14","16","24","8","6"
"64a9bbc449cc8ba49a8097cb","SB2710445321","202214121127-v3.2.1","135","13","39","50","13","16","37","25"
"64a9bbc449cc8ba4a880949d","SB2710442090","202214121127-v3.2.1","4774","6","4","1","1","69","8","20"
"64a9bbc449cc8ba4bf8091ea","SB2713433266","202214121127-v3.2.1","388","6","4","12","18","24","7","6"
"64a9bbc449cc8ba5cf8096cf","SB2710445301","202214121127-v3.2.1","8560","668","6","401","18","7","18","6"
"64a9bbc449cc8ba5fb8093e8","SB278790230","202214121127-v3.2.1","80","13","24","19","14","23","1","10"
"64a9bbc449cc8ba60b809834","SB2710445040","202214121127-v3.2.1","1193","14","14","10","200","17","7","10"
"64a9bbc449cc8ba681809243","SB279408282","202214121127-v3.2.1","3580","6","65","344","1","11","13","6"
"64a9bbc449cc8ba6d3809460","SB279408756","202214121127-v3.2.1","58","6","4","4","16","24","8","14"
"64a9bbc449cc8ba735809271","SB2710445300","202214121127-v3.2.1","12212","10","367","4","8","8","18","2"
"64a9bbc449cc8ba7698092cc","SB279408891","202214121127-v3.2.1","1193","14","14","10","200","17","7","10"
"64a9bbc449cc8ba7878098bd","SB2710442170","202214121127-v3.2.1","1434","10","11","5","8","7","8","6"
"64a9bbc449cc8ba7948093cc","SB279408539","202214121127-v3.2.1","1665","63","29","3","1","24","23","7"
"64a9bbc449cc8ba7de8098c0","SB2710445759","202214121127-v3.2.1","401","1","107","7","11","7","3","7"
"64a9bbc449cc8ba816809601","SB278791823","202214121127-v3.2.1","8146","6","65","32","1","11","8","6"
"64a9bbc449cc8ba84a809584","SB278790820","202214121127-v3.2.1","216","10","11","57","8","7","18","6"
"64a9bbc449cc8ba89b809349","SB278344653","202214121127-v3.2.1","349","34","36","39","87","67","16","4"
"64a9bbc449cc8ba8af80981a","SB279406870","202214121127-v3.2.1","14","14","14","10","14","17","7","10"
"64a9bbc449cc8ba8b0809125","SB2713433553","202214121127-v3.2.1","95","37","38","19","37","17","11","26"
"64a9bbc449cc8ba8c180973a","SB279406995","202214121127-v3.2.1","69","21","35","27","6","5","5","4"
"64a9bbc449cc8ba8c880980e","SB279408266","202214121127-v3.2.1","8611","88","24","19","36","17","11","91"
"64a9bbc449cc8ba8e1809875","SB279408189","202214121127-v3.2.1","345","6","4","14","1","20","62","7"
"64a9bbc449cc8ba90d8090ec","SB2713433629","202214121127-v3.2.1","12","13","13","9","13","16","10","9"
"64a9bbc449cc8ba9908096ca","SB279406472","202214121127-v3.2.1","155","6","4","14","16","24","8","14"
"64a9bbc449cc8ba99a809752","SB278790483","202214121127-v3.2.1","12","13","13","9","13","16","10","9"
"64a9bbc449cc8ba9a18092cd","SB277889337","202214121127-v3.2.1","117","20","45","41","43","5","32","2"
"64a9bbc449cc8ba9b2809585","SB2710445250","202214121127-v3.2.1","399","6","4","1","95","69","8","20"
"64a9bbc449cc8ba9e08096f6","SB2711674018","202214121127-v3.2.1","75","6","6","5","10","20","23","6"
"64a9bbc449cc8baa7480932e","SB278791824","202214121127-v3.2.1","117","20","45","41","43","5","32","2"
"64a9bbc449cc8baaf1809749","SB277889432","202214121127-v3.2.1","371","6","31","83","28","1","1","67"
"64a9bbc449cc8bab16809737","SB2711674066","202214121127-v3.2.1","443","6","19","15","16","9","8","7"
"64a9bbc449cc8bab50809129","SB2713433549","202214121127-v3.2.1","405","35","37","29","25","4","5","73"
"64a9bbc449cc8bab718091cc","SB2713433315","202214121127-v3.2.1","101","43","41","15","18","11","7","6"
"64a9bbc449cc8bab7880946e","SB278790545","202214121127-v3.2.1","73","36","24","9","13","17","11","25"
"64a9bbc449cc8bac13809437","SB278791266","202214121127-v3.2.1","616","6","4","12","16","24","8","14"
"64a9bbc449cc8bac2080967a","SB278344820","202214121127-v3.2.1","101","43","41","15","18","11","7","6"
"64a9bbc449cc8bac2f8096bb","SB278790584","202214121127-v3.2.1","73","36","24","9","13","17","11","25"
"64a9bbc449cc8bac758095e7","SB279407393","202214121127-v3.2.1","191","6","29","5","18","11","8","41"
"64a9bbc449cc8bac95809304","SB277889376","202214121127-v3.2.1","6069","64","4","44","9","11","35","7"
"64a9bbc449cc8bacac8091bc","SB2713433352","202214121127-v3.2.1","1611","6","4","15","18","9","26","7"
"64a9bbc449cc8bacb0809560","SB278791086","202214121127-v3.2.1","73","36","24","9","13","17","11","25"
"64a9bbc449cc8baccb80960d","SB278344711","202214121127-v3.2.1","69","21","35","27","6","5","5","4"
"64a9bbc449cc8bad3a8094f0","SB2710442393","202214121127-v3.2.1","6488","6","4","33","16","11","8","7"
"64a9bbc449cc8bad258094cd","SB278791245","202214121127-v3.2.1","720","35","3","58","6","5","16","4"
"64a9bbc449cc8bad5f809483","SB2711674122","202214121127-v3.2.1","101","43","41","15","18","11","7","6"
"64a9bbc449cc8bad80809249","SB279407381","202214121127-v3.2.1","95","37","38","19","37","17","11","26"
"64a9bbc449cc8bad97809553","SB277889520","202214121127-v3.2.1","13","6","6","5","9","9","8","2"
"64a9bbc449cc8badc1809188","SB2713433424","202214121127-v3.2.1","442","6","95","33","18","9","8","14"
"64a9bbc449cc8bae3a8097b4","SB2711674155","202214121127-v3.2.1","155","6","4","14","16","24","8","14"
"64a9bbc449cc8baeef809433","SB278344533","202214121127-v3.2.1","2604","13","13","9","13","244","10","9"
"64a9bbc449cc8baf22809270","SB2710442600","202214121127-v3.2.1","224","6","4","33","16","11","8","6"
"64a9bbc449cc8baf3a8098ba","SB277889391","202214121127-v3.2.1","1775","6","31","5","28","1","2","2"
"64a9bbc449cc8baf5c8093fa","SB2710442317","202214121127-v3.2.1","101","43","41","15","18","11","7","6"
"64a9bbc449cc8baf66809141","SB2713433514","202214121127-v3.2.1","69","21","35","27","6","5","5","4"
"64a9bbc449cc8baf838093d6","SB279407156","202214121127-v3.2.1","69","21","35","27","6","5","5","4"
"64a9bbc449cc8bafab8094e7","SB2710443015","202214121127-v3.2.1","399","6","4","1","95","69","8","20"
"64a9bbc449cc8baff18090e2","SB2713433643","202214121127-v3.2.1","73","36","24","9","13","17","11","25"
"64a9bbc449cc8baff68091ee","SB2713433259","202214121127-v3.2.1","38","4","26","2","25","5","5","19"
"64a9bbc449cc8bb01880971e","SB278790446","202214121127-v3.2.1","681","38","39","30","13","17","25","28"
"64a9bbc449cc8bb04780952f","SB2710196157","202214121127-v3.2.1","1193","14","14","10","200","17","7","10"
"64a9bbc449cc8bb084809136","SB2713433530","202214121127-v3.2.1","69","21","35","27","6","5","5","4"
"64a9bbc449cc8bb101809733","SB277889347","202214121127-v3.2.1","6069","64","4","44","9","11","35","7"
"64a9bbc449cc8bb12c8097fa","SB277889521","202214121127-v3.2.1","10721","1099","41","15","18","11","7","6"
"64a9bbc449cc8bb1e78091eb","SB2713433265","202214121127-v3.2.1","316","6","23","33","18","11","8","6"
"64a9bbc449cc8bb20e8093c1","SB2710446071","202214121127-v3.2.1","73","36","24","9","13","17","11","25"
"64a9bbc449cc8bb2118096ad","SB278790462","202214121127-v3.2.1","38","4","26","2","25","5","5","19"
"64a9bbc449cc8bb2328096be","SB279407263","202214121127-v3.2.1","1193","14","14","10","200","17","7","10"
"64a9bbc449cc8bb33b8095f5","SB2710445356","202214121127-v3.2.1","388","6","4","12","18","24","7","6"
"64a9bbc449cc8bb34b8094a6","SB2710445630","202214121127-v3.2.1","1193","14","14","10","200","17","7","10"
"64a9bbc449cc8bb361809427","SB2710441361","202214121127-v3.2.1","117","20","45","41","43","5","32","2"
"64a9bbc449cc8bb3a8809629","SB279407134","202214121127-v3.2.1","753","12","93","136","30","112","1","2"
"64a9bbc449cc8bb3fe809700","SB277889411","202214121127-v3.2.1","117","20","45","41","43","5","32","2"
"64a9bbc449cc8bb40580923c","SB2710445715","202214121127-v3.2.1","372","88","103","19","36","23","44","26"
"64a9bbc449cc8bb40d80913b","SB2713433525","202214121127-v3.2.1","73","36","24","9","13","17","11","25"
"64a9bbc449cc8bb454809678","SB277889569","202214121127-v3.2.1","117","20","45","41","43","5","32","2"
"64a9bbc449cc8bb45c809543","SB2710445176","202214121127-v3.2.1","536","6","107","1","95","69","8","20"
"64a9bbc449cc8bb48680954d","SB279406448","202214121127-v3.2.1","155","6","4","14","16","24","8","14"
"64a9bbc449cc8bb50d809098","SB2713433789","202214121127-v3.2.1","641","9","6","33","131","24","8","7"
"64a9bbc449cc8bb52b8095dd","SB2710441934","202214121127-v3.2.1","5378","6","4","15","102","9","73","364"
"64a9bbc449cc8bb547809756","SB279408517","202214121127-v3.2.1","4774","6","4","1","1","69","8","20"
"64a9bbc449cc8bb5678098b0","SB2710441965","202214121127-v3.2.1","5378","6","4","15","102","9","73","364"
"64a9bbc449cc8bb5958097f3","SB279408892","202214121127-v3.2.1","1193","14","14","10","200","17","7","10"
"64a9bbc449cc8bb5d680982f","SB2711672767","202214121127-v3.2.1","336","9","4","33","18","11","8","6"
"64a9bbc449cc8bb5fb809164","SB2713433468","202214121127-v3.2.1","224","6","4","33","16","11","8","6"
"64a9bbc449cc8bb60d8097e2","SB277889651","202214121127-v3.2.1","398","64","7","1","1","8","8","6"
"64a9bbc449cc8bb64d8091ae","SB2713433376","202214121127-v3.2.1","1434","10","11","5","8","7","8","6"
"64a9bbc449cc8bb65480948f","SB277889647","202214121127-v3.2.1","10721","1099","41","15","18","11","7","6"
"64a9bbc449cc8bb65e809798","SB2710445043","202214121127-v3.2.1","569","13","38","84","13","17","64","34"
"64a9bbc449cc8bb6b5809513","SB279408926","202214121127-v3.2.1","676","13","38","19","13","30","10","29"
"64a9bbc449cc8bb6b68096a7","SB2710442165","202214121127-v3.2.1","297","6","65","32","26","9","8","2"
"64a9bbc449cc8bb6d980983d","SB278791792","202214121127-v3.2.1","38","4","26","2","25","5","5","19"
"64a9bbc449cc8bb6ec809122","SB2713433556","202214121127-v3.2.1","95","37","38","19","37","17","11","26"
"64a9bbc449cc8bb74a80919a","SB2713433403","202214121127-v3.2.1","101","43","41","15","18","11","7","6"
"64a9bbc449cc8bb75b809301","SB2710442133","202214121127-v3.2.1","2536","6","19","3","18","9","2","6"
"64a9bbc449cc8bb7b58096d8","SB2711674108","202214121127-v3.2.1","1607","12","260","176","117","24","2","2"
"64a9bbc449cc8bb7fe809506","SB2710445609","202214121127-v3.2.1","141","13","52","10","14","17","25","17"
"64a9bbc449cc8bb8518095fe","SB278791240","202214121127-v3.2.1","3601","76","39","10","13","17","25","28"
"64a9bbc449cc8bb885809475","SB279406778","202214121127-v3.2.1","73","36","24","9","13","17","11","25"
"64a9bbc449cc8bb88e809741","SB2710442267","202214121127-v3.2.1","4a702543de8590375dcb0b1396ee2613ca4164f9","64","7","1","1","599fcd7b109af400f2ec56da14889e3e26b66e4b","8","6"
"64a9bbc449cc8bb8a0809808","SB279407039","202214121127-v3.2.1","1193","14","14","10","200","17","7","10"
"64a9bbc449cc8bb8bc80969a","SB278791428","202214121127-v3.2.1","141","13","52","10","14","17","25","17"
"64a9bbc449cc8bb8c58092ee","SB279407923","202214121127-v3.2.1","3580","6","65","344","1","11","13","6"
"64a9bbc449cc8bb927809498","SB278790257","202214121127-v3.2.1","38","4","26","2","25","5","5","19"
"64a9bbc449cc8bb946809797","SB279408349","202214121127-v3.2.1","11378","6","6","32","136","11","7","874"
"64a9bbc449cc8bb94b8098a0","SB278791632","202214121127-v3.2.1","69","21","35","27","6","5","5","4"
"64a9bbc449cc8bb96880962f","SB2710196086","202214121127-v3.2.1","1193","14","14","10","200","17","7","10"
"64a9bbc449cc8bb99880927f","SB278791395","202214121127-v3.2.1","5308","1","23","7","10","20","3","56"
"64a9bbc449cc8bb9ab809353","SB2710442124","202214121127-v3.2.1","196","6","19","3","16","9","8","6"
"64a9bbc449cc8bb9fb8090e7","SB2713433638","202214121127-v3.2.1","73","36","24","9","13","17","11","25"
"64a9bbc449cc8bbac08092c7","SB2710441917","202214121127-v3.2.1","847","6","6","5","26","9","13","98"
"64a9bbc449cc8bbaed8091b8","SB2713433357","202214121127-v3.2.1","1056","6","19","3","18","9","8","6"
"64a9bbc449cc8bbaf68096a0","SB278344796","202214121127-v3.2.1","95","37","38","19","37","17","11","26"
"64a9bbc449cc8bbb828093d9","SB278344680","202214121127-v3.2.1","101","43","41","15","18","11","7","6"
"64a9bbc449cc8bbb8b8092d4","SB2711672870","202214121127-v3.2.1","1434","10","11","5","8","7","8","6"
"64a9bbc449cc8bbb9b8098b4","SB278791795","202214121127-v3.2.1","117","20","45","41","43","5","32","2"
"64a9bbc449cc8bbbbd809829","SB278344802","202214121127-v3.2.1","69","21","35","27","6","5","5","4"
"64a9bbc449cc8bbbc58092e2","SB2710442147","202214121127-v3.2.1","7906","6","4","4","16","7","7","7"
"64a9bbc449cc8bbbf5809665","SB277889747","202214121127-v3.2.1","349","34","36","39","87","67","16","4"
"64a9bbc449cc8bbbfc8096bc","SB2711672782","202214121127-v3.2.1","536","6","107","1","95","69","8","20"
"64a9bbc449cc8bbc078097fe","SB279407277","202214121127-v3.2.1","1193","14","14","10","200","17","7","10"
"64a9bbc449cc8bbc30809470","SB2710445535","202214121127-v3.2.1","3580","6","65","344","1","11","13","6"
"64a9bbc449cc8bbc358091b9","SB2713433356","202214121127-v3.2.1","1056","6","19","3","18","9","8","6"
"64a9bbc449cc8bbc8b809208","SB2713433231","202214121127-v3.2.1","135","13","39","50","13","16","37","25"
"64a9bbc449cc8bbce280940b","SB2710442128","202214121127-v3.2.1","2602","6","95","3","274","9","8","2"
"64a9bbc449cc8bbcf98092dc","SB2710196119","202214121127-v3.2.1","73","36","24","9","13","17","11","25"
"64a9bbc449cc8bbd62809172","SB2713433451","202214121127-v3.2.1","3580","6","65","344","1","11","13","6"
"64a9bbc449cc8bbd8a809786","SB278790825","202214121127-v3.2.1","12","13","13","9","13","16","10","9"
"64a9bbc449cc8bbdb6809898","SB277889729","202214121127-v3.2.1","212","6","29","4","18","11","8","6"
"64a9bbc449cc8bbddd809256","SB277889752","202214121127-v3.2.1","154","6","6","5","10","9","8","6"
"64a9bbc449cc8bbde1809708","SB2710441611","202214121127-v3.2.1","196","6","19","3","16","9","8","6"
"64a9bbc449cc8bbdf580946c","SB279406668","202214121127-v3.2.1","117","20","45","41","43","5","32","2"
"64a9bbc449cc8bbe2c80957e","SB2710445526","202214121127-v3.2.1","297","6","65","32","26","9","8","2"
"64a9bbc449cc8bbe55809664","SB2711672883","202214121127-v3.2.1","73","36","24","9","13","17","11","25"
"64a9bbc449cc8bbedb8097af","SB279407444","202214121127-v3.2.1","404","14","14","10","14","17","7","74"
"64a9bbc449cc8bbf218091e9","SB2713433267","202214121127-v3.2.1","6675c91843901b9e46f4d97c14ff1ad361e433ed","6","4","4","18","bf5f880a307e5f19d8a623b59c62e4b350135fab","5","14"
"64a9bbc449cc8bbf598097f0","SB278791293","202214121127-v3.2.1","3580","6","65","344","1","11","13","6"
"64a9bbc449cc8bbf608097bb","SB279407402","202214121127-v3.2.1","95","37","38","19","37","17","11","26"
"64a9bbc449cc8bbf628097fb","SB277889738","202214121127-v3.2.1","162","9","65","5","1","9","13","6"
"64a9bbc449cc8bbf6f80962b","SB2710446108","202214121127-v3.2.1","141","13","52","10","14","17","25","17"
"64a9bbc449cc8bc016809743","SB278791589","202214121127-v3.2.1","117","20","45","41","43","5","32","2"
"64a9bbc449cc8bc0668093e3","SB278791745","202214121127-v3.2.1","616","6","4","12","16","24","8","14"
"64a9bbc449cc8bc0a880929a","SB279407997","202214121127-v3.2.1","6949","36","43","247","13","23","11","26"
"64a9bbc449cc8bc0f08096b7","SB2710445479","202214121127-v3.2.1","224","6","4","33","16","11","8","6"
"64a9bbc449cc8bc0fb8096b8","SB278344816","202214121127-v3.2.1","95","37","38","19","37","17","11","26"
"64a9bbc449cc8bc1158091dd","SB2713433283","202214121127-v3.2.1","101","43","41","15","18","11","7","6"
"64a9bbc449cc8bc1598094a1","SB279407969","202214121127-v3.2.1","4774","6","4","1","1","69","8","20"
"64a9bbc449cc8bc178809773","SB279407926","202214121127-v3.2.1","3587","80","12","54","10","1","35","257"
"64a9bbc449cc8bc1a28097e9","SB279408199","202214121127-v3.2.1","135","13","39","50","13","16","37","25"
"64a9bbc449cc8bc1ed809532","SB2710446049","202214121127-v3.2.1","12","13","13","9","13","16","10","9"
"64a9bbc449cc8bc2098093fe","SB2710441869","202214121127-v3.2.1","111","6","29","14","16","24","8","2"
"64a9bbc449cc8bc2118090d9","SB2713433656","202214121127-v3.2.1","1193","14","14","10","200","17","7","10"
"64a9bbc449cc8bc2df809238","SB2713433179","202214121127-v3.2.1","2521","6","19","3","135","11","8","6"
"64a9bbc449cc8bc34b8093ac","SB278791239","202214121127-v3.2.1","1844","6","29","33","16","11","7","2"
"64a9bbc449cc8bc3588095e1","SB279408058","202214121127-v3.2.1","345","6","4","14","1","20","62","7"
"64a9bbc449cc8bc395809326","SB2710441479","202214121127-v3.2.1","5493","6","4","3","18","11","8","6"
"64a9bbc449cc8bc3aa8093e6","SB2710442051","202214121127-v3.2.1","164","6","4","32","16","12","8","7"
"64a9bbc449cc8bc3b480965a","SB278790248","202214121127-v3.2.1","95","37","38","19","37","17","11","26"
"64a9bbc449cc8bc3f78095c9","SB278791675","202214121127-v3.2.1","998","13","52","156","14","17","25","17"
"64a9bbc449cc8bc403809274","SB279407185","202214121127-v3.2.1","1193","14","14","10","200","17","7","10"
"64a9bbc449cc8bc437809712","SB2710442995","202214121127-v3.2.1","428","96","40","13","100","23","28","66"
"64a9bbc449cc8bc4448094ed","SB279408522","202214121127-v3.2.1","95","37","38","19","37","17","11","26"
"64a9bbc449cc8bc4d08093e7","SB278344752","202214121127-v3.2.1","101","43","41","15","18","11","7","6"
"64a9bbc449cc8bc4e28094ce","SB277889458","202214121127-v3.2.1","2040","6","29","22","18","11","8","41"
"64a9bbc449cc8bc5018097f2","SB278790589","202214121127-v3.2.1","589","13","39","13","13","18","10","79"
"64a9bbc449cc8bc50c809614","SB2710445829","202214121127-v3.2.1","1415","204","11","4","1","8","8","2"
"64a9bbc449cc8bc5168098c8","SB2711672613","202214121127-v3.2.1","106","21","35","27","6","5","8","4"
"64a9bbc449cc8bc5288096f4","SB2710446039","202214121127-v3.2.1","1193","14","14","10","200","17","7","10"
"64a9bbc449cc8bc55780926f","SB2710442191","202214121127-v3.2.1","906","6","4","3","16","11","8","6"
"64a9bbc449cc8bc58a809269","SB277889611","202214121127-v3.2.1","117","20","45","41","43","5","32","2"
"64a9bbc449cc8bc5a1809788","SB279408840","202214121127-v3.2.1","155","6","4","14","16","24","8","14"
"64a9bbc449cc8bc5cc809252","SB277889706","202214121127-v3.2.1","2485","6","4","159","140","112","1","17"
"64a9bbc449cc8bc6548090b0","SB2713433763","202214121127-v3.2.1","399","6","4","1","95","69","8","20"
"64a9bbc449cc8bc66e80981c","SB2710441608","202214121127-v3.2.1","399","6","4","1","95","69","8","20"
"64a9bbc449cc8bc6d98092e6","SB279408896","202214121127-v3.2.1","357","13","40","13","13","23","25","66"
"64a9bbc449cc8bc731809745","SB278790351","202214121127-v3.2.1","73","36","24","9","13","17","11","25"
"64a9bbc449cc8bc753809874","SB278790345","202214121127-v3.2.1","1df4e8f0ea9908273cf1f62d1f6cf51f70218315","53","40","47","13","0b25a05f1ccd3bd0239b51cd070bd372e3d012ec","28","29"
"64a9bbc449cc8bc7a58095c6","SB278790809","202214121127-v3.2.1","69","21","35","27","6","5","5","4"
"64a9bbc449cc8bc81480977d","SB2710445188","202214121127-v3.2.1","101","43","41","15","18","11","7","6"
"64a9bbc449cc8bc8428094c1","SB279408252","202214121127-v3.2.1","109","6","6","1","16","9","13","2"
"64a9bbc449cc8bc843809619","SB2710445647","202214121127-v3.2.1","998","13","52","156","14","17","25","17"
"64a9bbc449cc8bc86b8094fa","SB278344773","202214121127-v3.2.1","95","37","38","19","37","17","11","26"
"64a9bbc449cc8bc8ff809776","SB2710441964","202214121127-v3.2.1","5378","6","4","15","102","9","73","364"
"64a9bbc449cc8bc904809856","SB2710442870","202214121127-v3.2.1","2064","207","297","260","254","1","2","2"
"64a9bbc449cc8bc90e80934d","SB279407328","202214121127-v3.2.1","69","21","35","27","6","5","5","4"
"64a9bbc449cc8bc93d809727","SB2711674106","202214121127-v3.2.1","1727","6","19","3","16","11","8","6"
"64a9bbc449cc8bc94f8096f3","SB279408714","202214121127-v3.2.1","6069","64","4","44","9","11","35","7"
