sample,species,%_of_10_best_matches=species,top_hit_distance,top_hit_p_value,top_hit_shared_hashes,num_genomes,maximum_genome_length,minimum_genome_length,result,filename,total_length,number,mean_length,longest,shortest,N_count,Gaps,N50,N50n,N70,N70n,N90,N90n,#IID,HOM_REF_CT,HOM_ALT_SNP_CT,HET_SNP_CT,DIPLOID_TRANSITION_CT,DIPLOID_TRANSVERSION_CT,DIPLOID_NONSNP_NONSYMBOLIC_CT,DIPLOID_SINGLETON_CT,HAP_REF_INCL_FEMALE_Y_CT,HAP_ALT_INCL_FEMALE_Y_CT,MISSING_INCL_FEMALE_Y_CT,Contamination_Antony,Contamination_Julio,Contamination,Host,Collection_Year,Continent,Country,Dataset,Research_Point,Date_Collected,State_grocery,Organic_RWA,State,CA,Notes,GWU_RUN_NAME,Isolate_submitted
SRR9924630,Escherichia coli,100,0.00268639,0,896/1000,823,6162737,3976195,good,SRR9924630,5004657,238,21027.97,519084,78,889,9,198662,9,105491,16,52344,29,SRR9924630,499411,87100,182,63241,23237,0,4,0,0,39,Non contaminated,Non contaminated,Non contaminated,Human,2017,Oceania,,Contextual,,,,,,,,,
SB2710441829,Escherichia coli,100,0.00492718,0,821/1000,823,6162737,3976195,good,SB2710441829,4983226,381,13079.33,335260,78,777,8,93704,17,49250,32,17786,63,SB2710441829,779644,36613,518,26602,10019,0,162,0,0,17,Non contaminated,Non contaminated,Non contaminated,Turkey,2021,North America,United States,SB27,24_KP_FUTI_CN-123_M2,17/05/2021,CA,1,Pennsylvania,0,,WELLCOME_Run_7,Escherichia coli
SB2710445073,Escherichia coli,100,0.00305472,0,883/1000,823,6162737,3976195,good,SB2710445073,5071298,145,34974.47,583765,78,687,7,370129,6,344618,8,83668,15,SB2710445073,672070,97247,323,71289,25296,0,34,0,0,103,Non contaminated,Non contaminated,Non contaminated,Human,2019,North America,United States,SB27,17651_KP_Clinical,21/05/2019,,,,,,WELLCOME_Run_9,Escherichia coli
SB278791533,Escherichia coli,100,0.00989629,0,684/1000,823,6162737,3976195,good,SB278791533,5111557,225,22718.03,405629,78,590,6,183539,10,108968,17,44897,30,SB278791533,695610,39395,583,28607,10906,0,51,0,0,31,Non contaminated,Non contaminated,Non contaminated,Turkey,2018,North America,United States,SB27,9_KP_FUTI_CN-058_M2,09/10/2018,CA,1,California,1,,WELLCOME_Run_5,Escherichia coli
SB2710196298,Escherichia coli,100,0.00194597,0,923/1000,823,6162737,3976195,good,SB2710196298,5227432,385,13577.75,551618,78,704,12,315255,6,175022,11,87366,20,SB2710196298,717078,98969,685,72646,25891,0,16,0,0,82,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,24812_KP_Clinical,24/03/2020,,,,,,WELLCOME_Run_7,Escherichia coli
SB2710445223,Escherichia coli,100,0.00726808,0,752/1000,823,6162737,3976195,good,SB2710445223,5059030,340,14879.5,581839,78,786,8,189433,9,104515,16,42419,30,SB2710445223,697406,39393,1007,28846,11086,0,394,0,0,33,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,11_KP_FUTI_CN-089_M4,17/06/2019,CA,0,CA,1,,WELLCOME_Run_9,Escherichia coli
SB278790860,Escherichia coli,100,0.00224371,0,912/1000,823,6162737,3976195,good,SB278790860,5126804,148,34640.57,622929,78,383,4,356162,6,227276,9,73125,16,SB278790860,639250,95812,509,70436,24976,0,13,0,0,63,Non contaminated,Non contaminated,Non contaminated,Human,2018,North America,United States,SB27,7516_KP_Clinical,28/02/2018,,,,,,WELLCOME_Run_4,Escherichia coli
SB2710196097,Escherichia coli,100,0.00240836,0,906/1000,823,6162737,3976195,good,SB2710196097,5402692,757,7136.98,725603,78,1873,33,362223,6,183606,11,35039,19,SB2710196097,514956,95307,503,69627,24973,0,30,0,0,110889,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,24063_KP_Clinical,18/02/2020,,,,,,WELLCOME_Run_7,Escherichia coli
SRR4897518,Escherichia coli,100,0.000483446,0,980/1000,823,6162737,3976195,good,SRR4897518,5437604,1225,4438.86,295834,56,2455,25,142434,14,84051,24,16052,54,SRR4897518,741872,65503,804,47697,17826,0,22,0,0,62,Non contaminated,Non contaminated,Non contaminated,Human,2016,Europe,,Contextual,,,,,,,,,
SB278790425,Escherichia coli,100,0.0223484,0,455/1000,823,6162737,3976195,good,SB278790425,10486134,2212,4740.57,767517,78,27548,830,105373,22,18867,76,1760,539,SB278790425,528646,93390,407,68793,24289,0,40,0,0,45,Non contaminated,Contaminated,Contaminated,Human,2018,North America,United States,SB27,12733_KP_Clinical,11/10/2018,,,,,,WELLCOME_Run_3,Escherichia coli
SB279407897,Escherichia coli,100,0.00411762,0,847/1000,823,6162737,3976195,good,SB279407897,4638373,311,14914.38,388590,78,1226,14,186534,9,114931,15,47019,29,SB279407897,679465,47157,319,34066,12960,0,101,0,0,21,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,15_KP_FUTI_CN-074_M4,25/02/2019,CA,0,CA,1,,WELLCOME_Run_6,Escherichia coli
SB279408510,Escherichia coli,100,0.00912584,0,703/1000,823,6162737,3976195,good,SB279408510,7940753,7042,1127.63,44520,78,28106,291,2768,604,966,1629,410,4239,SB279408510,695823,24597,88557,81717,30258,0,178,0,0,50,Contaminated,Contaminated,Contaminated,Chicken,2019,North America,United States,SB27,16_KP_FUTI_CN-104_M1,21/10/2019,CA,1,California,1,,WELLCOME_Run_6,Escherichia coli
SB2710196322,Escherichia coli,100,0.00402654,0,850/1000,823,6162737,3976195,good,SB2710196322,5829299,588,9913.77,393131,78,2683,30,73805,19,37846,39,7953,105,SB2710196322,706579,79395,31354,80854,28825,0,140,0,0,115,Contaminated,Contaminated,Contaminated,Human,2020,North America,United States,SB27,24931_KP_Clinical,06/04/2020,,,,,,WELLCOME_Run_7,Escherichia coli
SB277889772,Escherichia coli,100,0.00505504,0,817/1000,823,6162737,3976195,good,SB277889772,5026773,286,17576.13,394862,78,980,10,143701,12,78776,22,36031,41,SB277889772,593924,49421,297,35800,13423,0,40,0,0,78008,Non contaminated,Non contaminated,Non contaminated,Chicken,2017,North America,United States,SB27,43_KP_FUTI_CN-017,26/12/2017,CA,1,California,1,,WELLCOME_Run_1,Escherichia coli
SB278344656,Escherichia coli,100,0.00197282,0,922/1000,823,6162737,3976195,good,SB278344656,5229315,163,32081.69,769078,78,585,6,388456,5,246156,9,129198,14,SB278344656,526462,95372,594,70190,24978,0,46,0,0,74,Non contaminated,Non contaminated,Non contaminated,Human,2017,North America,United States,SB27,2732_KP_Clinical,24/06/2017,,,,,,WELLCOME_Run_2,Escherichia coli
SB279408116,Escherichia coli,100,0.00483188,0,824/1000,823,6162737,3976195,good,SB279408116,5459259,297,18381.34,606347,78,586,6,207649,8,145691,14,38192,27,SB279408116,634715,91686,481,66674,24586,0,1609,0,0,89,Non contaminated,Non contaminated,Non contaminated,Chicken,2019,North America,United States,SB27,22_KP_FUTI_CN-084_M1,06/05/2019,CA,1,California,1,,WELLCOME_Run_6,Escherichia coli
SB278790447,Escherichia coli,100,0.00178577,0,929/1000,823,6162737,3976195,good,SB278790447,5163496,184,28062.48,514013,78,584,6,363940,6,189232,11,93473,18,SB278790447,526381,95384,698,70229,24965,0,178,0,0,48,Non contaminated,Non contaminated,Non contaminated,Human,2018,North America,United States,SB27,12900_KP_Clinical,23/10/2018,,,,,,WELLCOME_Run_3,Escherichia coli
SB2710445637,Escherichia coli,100,0.00448671,0,835/1000,823,6162737,3976195,good,SB2710445637,4726241,185,25547.25,525187,78,208,3,217750,7,186419,11,75458,19,SB2710445637,700948,36493,364,26361,10029,0,58,0,0,19,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,27100_KP_Clinical,10/08/2020,,,,,,WELLCOME_Run_9,Escherichia coli
SB2710196136,Escherichia coli,100,0.00544411,0,805/1000,823,6162737,3976195,good,SB2710196136,5738168,1100,5216.52,521992,78,1788,36,211699,10,97748,17,29795,38,SB2710196136,557716,86958,2373,64305,24145,0,85,0,0,74633,Contaminated,Non contaminated,Contaminated,Human,2020,North America,United States,SB27,24493_KP_Clinical,05/03/2020,,,,,,WELLCOME_Run_7,Escherichia coli
SRR11550944,Escherichia coli,100,0.00607761,0,786/1000,823,6162737,3976195,good,SRR11550944,5122445,490,10453.97,475090,128,99,1,256573,8,135794,14,43958,26,SRR11550944,770928,35306,1960,26711,10016,0,230,0,0,33,Contaminated,Non contaminated,Contaminated,Bovine,2017,Asia,,Contextual,,,,,,,,,
SB2710442002,Escherichia coli,100,0.00744966,0,747/1000,823,6162737,3976195,good,SB2710442002,5193978,307,16918.5,239550,78,985,10,93746,18,57087,32,21609,61,SB2710442002,767527,48554,714,35316,13415,0,41,0,0,10,Non contaminated,Non contaminated,Non contaminated,Pork,2018,North America,United States,SB27,5_KP_FUTI_CN-059_M3,15/10/2018,CA,0,CA,1,,WELLCOME_Run_8,Escherichia coli
SB2710441426,Escherichia coli,100,0.00305472,0,883/1000,823,6162737,3976195,good,SB2710441426,5171737,237,21821.68,529966,78,1075,11,401610,6,297971,9,50671,15,SB2710441426,718830,97599,298,71416,25384,0,2,0,0,69,Non contaminated,Non contaminated,Contaminated,Turkey,2021,North America,United States,SB27,9_KP_FUTI_CN-121_M2,01/05/2021,CA,0,California,1,Mislabelled sample to exclude,WELLCOME_Run_7,Escherichia coli
SB279406986,Escherichia coli,100,0.00191916,0,924/1000,823,6162737,3976195,good,SB279406986,5093841,211,24141.43,687571,78,877,9,267610,7,135064,12,44386,23,SB279406986,628512,97848,515,71826,25581,0,12,0,0,88,Non contaminated,Non contaminated,Non contaminated,Human,2019,North America,United States,SB27,17652_KP_Clinical,21/05/2019,,,,,,WELLCOME_Run_6,Escherichia coli
SB278344718,Escherichia coli,100,0.0023533,0,908/1000,823,6162737,3976195,good,SB278344718,5108691,184,27764.62,623511,78,588,6,351254,6,200248,10,62456,19,SB278344718,525647,96099,645,70770,25135,0,65,0,0,101,Non contaminated,Non contaminated,Non contaminated,Human,2017,North America,United States,SB27,2960_KP_Clinical,20/07/2017,,,,,,WELLCOME_Run_2,Escherichia coli
SB277889707,Escherichia coli,100,0.00351914,0,867/1000,823,6162737,3976195,good,SB277889707,5052237,195,25908.91,745611,78,582,6,377361,6,180701,10,104298,17,SB277889707,498382,96287,572,70823,25162,0,20,0,0,126420,Non contaminated,Non contaminated,Non contaminated,Chicken,2017,North America,United States,SB27,58_KP_FUTI_CN-015,11/12/2017,CA,0,California,1,,WELLCOME_Run_1,Escherichia coli
SB2710445332,Escherichia coli,100,0.00414809,0,846/1000,823,6162737,3976195,good,SB2710445332,4939433,226,21855.9,431079,78,1363,15,172872,10,119070,17,50649,30,SB2710445332,689493,48089,220,34720,13158,0,20,0,0,22,Non contaminated,Contaminated,Contaminated,Turkey,2020,North America,United States,SB27,11_KP_FUTI_CN-110_M2,06/01/2020,CA,0,Wisconsin,0,,WELLCOME_Run_9,Escherichia coli
SB2710445378,Escherichia coli,100,0.00268639,0,896/1000,823,6162737,3976195,good,SB2710445378,5183499,535,9688.78,560970,78,735,8,315279,7,138117,11,59853,20,SB2710445378,671224,98090,350,71832,25583,0,37,0,0,89,Non contaminated,Non contaminated,Non contaminated,Human,2020,North America,United States,SB27,29325_KP_Clinical,31/12/2020,,,,,,WELLCOME_Run_9,Escherichia coli
SB2711672734,Escherichia coli,100,0.00723198,0,753/1000,823,6162737,3976195,good,SB2711672734,5538245,494,11211.02,308679,78,881,9,91509,18,45553,36,20243,69,SB2711672734,483554,47442,467,34302,13189,0,107,0,0,25,Contaminated,Non contaminated,Contaminated,Beef,2019,North America,United States,SB27,16_KP_FUTI_CN-108_M4,02/12/2019,CA,0,KS,0,Duplicate,WELLCOME_Run_9,Escherichia coli
SB2710446100,Escherichia coli,100,0.00712406,0,756/1000,823,6162737,3976195,good,SB2710446100,5573722,366,15228.75,559818,78,1567,16,185542,10,111698,17,28770,34,SB2710446100,677335,91672,685,66649,24561,0,250,0,0,53,Non contaminated,Non contaminated,Non contaminated,Human,2018,North America,United States,SB27,8871_KP_Clinical,23/04/2018,,,,,,WELLCOME_Run_9,Escherichia coli
SB279406469,Escherichia coli,100,0.0037263,0,860/1000,823,6162737,3976195,good,SB279406469,4894549,158,30978.16,421523,78,872,9,203435,8,154508,13,44996,24,SB279406469,697190,38224,194,27431,10489,0,26,0,0,12,Non contaminated,Non contaminated,Non contaminated,Chicken,2018,North America,United States,SB27,6_KP_FUTI_CN-040_M1,04/06/2018,CA,1,California,1,,WELLCOME_Run_5,Escherichia coli
SB2711673314,Escherichia coli,100,0.00793,0,734/1000,823,6162737,3976195,good,SB2711673314,5329463,487,10943.46,312641,78,680,7,84045,18,52409,34,21350,64,SB2711673314,689528,47804,474,34476,13293,0,3,0,0,25,Non contaminated,Non contaminated,Contaminated,Beef,2019,North America,United States,SB27,6_KP_FUTI_CN-101_M4,23/09/2019,CA,0,CA,1,Mislabelled sample to exclude,WELLCOME_Run_9,Escherichia coli
SB2711673764,Escherichia coli,100,0.006248,0,781/1000,823,6162737,3976195,good,SB2711673764,5166088,400,12915.22,252277,78,1568,16,111242,16,56222,29,17936,58,SB2711673764,721869,47278,573,34489,12957,0,357,0,0,14,Non contaminated,Non contaminated,Contaminated,Pork,2022,North America,United States,SB27,27_DC_MEAT_CN-146_M3,04/02/2022,DC,1,PA,0,Mislabelled sample to exclude,WELLCOME_Run_9,Escherichia coli
SB2711673728,Escherichia coli,100,0.0055427,0,802/1000,823,6162737,3976195,good,SB2711673728,4863980,287,16947.67,272426,78,989,10,87708,17,54349,30,22956,57,SB2711673728,690484,47022,289,33881,13032,0,6,0,0,32,Non contaminated,Non contaminated,Contaminated,Pork,2022,North America,United States,SB27,49_DC_MEAT_CN-145_M3,28/01/2022,DC,0,NC,0,Mislabelled sample to exclude,WELLCOME_Run_9,Escherichia coli
SB278791588,Escherichia coli,100,0.00584167,0,793/1000,823,6162737,3976195,good,SB278791588,5202824,253,20564.52,402276,78,1370,14,186320,11,92561,20,36057,38,SB278791588,684636,50403,536,36665,13828,0,71,0,0,43,Non contaminated,Non contaminated,Non contaminated,Chicken,2018,North America,United States,SB27,11_KP_FUTI_CN-052_M1,27/08/2018,CA,1,California,1,,WELLCOME_Run_5,Escherichia coli
SB277889374,Escherichia coli,100,0.00417861,0,845/1000,823,6162737,3976195,good,SB277889374,5381636,527,10211.83,329662,78,494,5,91887,17,55535,33,16382,68,SB277889374,532206,87198,1016,64194,23313,0,25,0,0,101242,Non contaminated,Non contaminated,Non contaminated,Chicken,2017,North America,United States,SB27,26_KP_FUTI_CN-005,02/10/2017,CA,1,California,1,,WELLCOME_Run_1,Escherichia coli
SB2710442298,Escherichia coli,100,0.00774383,0,739/1000,823,6162737,3976195,good,SB2710442298,5483352,506,10836.66,353255,78,1573,17,73186,19,41026,40,8996,87,SB2710442298,766326,25704,24887,36179,13794,0,69,0,0,22,Contaminated,Contaminated,Contaminated,Beef,2019,North America,United States,SB27,27_KP_FUTI_CN-083_M4,29/04/2019,CA,0,CA,1,,WELLCOME_Run_8,Escherichia coli
SB2710445939,Escherichia coli,100,0.0101459,0,678/1000,823,6162737,3976195,good,SB2710445939,5190306,232,22372.01,474219,78,887,9,198258,9,159445,14,51769,24,SB2710445939,435802,94792,684,70072,24832,0,128,0,0,216,Non contaminated,Non contaminated,Non contaminated,Turkey,2018,North America,United States,SB27,22_KP_FUTI_CN-054_M2,10/09/2018,CA,0,California,1,,WELLCOME_Run_9,Escherichia coli
SB2710442297,Escherichia coli,100,0.0064892,0,774/1000,823,6162737,3976195,good,SB2710442297,5439015,745,7300.69,164339,78,7487,79,36907,42,23530,78,7256,165,SB2710442297,752133,20408,44453,46794,17507,0,69,0,0,16,Contaminated,Contaminated,Contaminated,Pork,2019,North America,United States,SB27,16_KP_FUTI_CN-083_M3,29/04/2019,CA,0,,,,WELLCOME_Run_8,Escherichia coli
SRR14138282,Escherichia coli,100,0.0117112,0,642/1000,823,6162737,3976195,good,SRR14138282,5218708,742,7033.3,352414,78,1065,11,117422,15,67863,27,17320,55,SRR14138282,718996,88825,377,64744,23547,0,137,0,0,37,Non contaminated,Non contaminated,Non contaminated,Human,2017,Asia,,Contextual,,,,,,,,,
SB279406799,Escherichia coli,100,0.000880953,0,964/1000,823,6162737,3976195,good,SB279406799,5096048,116,43931.45,819018,78,490,5,468363,5,295663,7,115761,13,SB279406799,637431,97532,627,71503,25573,0,25,0,0,43,Non contaminated,Non contaminated,Non contaminated,Human,2019,North America,United States,SB27,15663_KP_Clinical,26/02/2019,,,,,,WELLCOME_Run_6,Escherichia coli
SB279407313,Escherichia coli,100,0.00337267,0,872/1000,823,6162737,3976195,good,SB279407313,5263441,287,18339.52,662170,78,586,6,355275,6,232329,10,77425,17,SB279407313,628649,97837,418,71755,25520,0,10,0,0,62,Non contaminated,Non contaminated,Non contaminated,Human,2019,North America,United States,SB27,21505_KP_Clinical,30/10/2019,,,,,,WELLCOME_Run_6,Escherichia coli
SRR6079442,Escherichia coli,100,0.000906124,0,963/1000,823,6162737,3976195,good,SRR6079442,5541373,1506,3679.53,361660,56,1472,15,173421,11,86711,20,16921,46,SRR6079442,741117,66280,827,48219,18086,0,5,0,0,18,Non contaminated,Non contaminated,Non contaminated,Human,2017,Europe,,Contextual,,,,,,,,,
SB279407895,Escherichia coli,100,0.00734051,0,750/1000,823,6162737,3976195,good,SB279407895,5065208,326,15537.45,632801,78,691,7,302433,6,139951,12,50225,23,SB279407895,688159,38128,663,27816,10573,0,323,0,0,26,Non contaminated,Non contaminated,Non contaminated,Chicken,2019,North America,United States,SB27,1_KP_FUTI_CN-072_M1,05/02/2019,CA,1,California,1,,WELLCOME_Run_6,Escherichia coli
SB279406552,Escherichia coli,100,0.00408721,0,848/1000,823,6162737,3976195,good,SB279406552,4930999,210,23480.95,376097,78,1368,14,182883,10,121549,17,38699,30,SB279406552,685820,49345,429,35754,13549,0,10,0,0,25,Non contaminated,Non contaminated,Non contaminated,Turkey,2018,North America,United States,SB27,14_KP_FUTI_CN-042_M2,18/06/2018,CA,1,California,1,,WELLCOME_Run_6,Escherichia coli
SB2711672727,Escherichia coli,100,0.00701675,0,759/1000,823,6162737,3976195,good,SB2711672727,4974900,329,15121.28,231597,78,585,6,75535,19,44595,36,21580,67,SB2711672727,690130,47428,250,34100,13083,0,98,0,0,20,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,30_KP_FUTI_CN-106_M4,04/11/2019,CA,1,CA,1,,WELLCOME_Run_9,Escherichia coli
SB2710442320,Escherichia coli,100,0.00531349,0,809/1000,823,6162737,3976195,good,SB2710442320,4737141,130,36439.55,683417,78,387,4,447461,4,279842,7,92037,13,SB2710442320,777473,38571,742,28004,10782,0,135,0,0,10,Non contaminated,Non contaminated,Non contaminated,Beef,2019,North America,United States,SB27,22_KP_FUTI_CN-085_M4,21/05/2019,CA,1,AZ,0,,WELLCOME_Run_8,Escherichia coli
SB278791430,Escherichia coli,100,0.00427048,0,842/1000,823,6162737,3976195,good,SB278791430,5076856,199,25511.84,455378,78,792,8,278751,7,213474,12,118422,18,SB278791430,637215,97115,1151,71753,25546,0,44,0,0,158,Non contaminated,Non contaminated,Non contaminated,Turkey,2018,North America,United States,SB27,7_KP_FUTI_CN-066_M2,10/12/2018,CA,1,Indiana,0,,WELLCOME_Run_5,Escherichia coli
SB2711673885,Escherichia coli,100,0.020747,0,478/1000,823,6162737,3976195,good,SB2711673885,7179455,3500,2051.27,420018,78,13659,359,144390,16,21441,38,560,1255,SB2711673885,647372,89574,821,65382,24224,0,1259,0,0,76,Non contaminated,Contaminated,Contaminated,Pork,2021,North America,United States,SB27,3_DC_MEAT_CN-127_M3,08/10/2021,DC,1,,0,Mislabelled sample to exclude,WELLCOME_Run_9,Escherichia coli
SB279407192,Escherichia coli,100,0.00221642,0,913/1000,823,6162737,3976195,good,SB279407192,5282186,470,11238.69,452305,78,1075,11,183708,10,127231,16,36361,33,SB279407192,628209,97679,1030,72043,25666,0,43,0,0,67,Non contaminated,Non contaminated,Non contaminated,Human,2019,North America,United States,SB27,19890_KP_Clinical,26/08/2019,,,,,,WELLCOME_Run_6,Escherichia coli
SB2711673857,Escherichia coli,100,0.00175922,0,930/1000,823,6162737,3976195,good,SB2711673857,5304684,276,19219.87,681329,78,1355,14,363904,6,201026,10,89027,17,SB2711673857,639216,97830,708,71897,25650,0,39,0,0,95,Non contaminated,Non contaminated,Contaminated,Pork,2020,North America,United States,SB27,11_KP_FUTI_CN-112_M3,20/01/2020,CA,0,,,Mislabelled sample to exclude,WELLCOME_Run_9,Escherichia coli
SB278790273,Escherichia coli,100,0.00417861,0,845/1000,823,6162737,3976195,good,SB278790273,5653807,440,12849.56,150383,78,5263,159,40962,38,22276,75,5863,163,SB278790273,527882,93915,628,69194,24534,0,169,0,0,75,Non contaminated,Contaminated,Contaminated,Human,2018,North America,United States,SB27,10455_KP_Clinical,02/07/2018,,,,,,WELLCOME_Run_3,Escherichia coli
SRR7140588,Escherichia coli,100,0.0155619,0,564/1000,823,6162737,3976195,good,SRR7140588,4964562,183,27128.75,520870,128,292,3,200239,7,136942,13,45435,25,SRR7140588,496828,89467,404,64746,24114,0,2638,0,0,38,Non contaminated,Non contaminated,Non contaminated,Bovine,2018,North America,,Contextual,,,,,,,,,
SB278791466,Escherichia coli,100,0.00687462,0,763/1000,823,6162737,3976195,good,SB278791466,4870816,301,16182.11,197761,78,1074,11,74478,22,48309,38,22681,66,SB278791466,686905,48418,295,35040,13093,0,113,0,0,11,Non contaminated,Non contaminated,Non contaminated,Turkey,2018,North America,United States,SB27,22_KP_FUTI_CN-056_M2,24/09/2018,CA,0,California,1,,WELLCOME_Run_5,Escherichia coli
SB278344555,Escherichia coli,100,0.00502299,0,818/1000,823,6162737,3976195,good,SB278344555,4660897,126,36991.25,686354,78,587,6,377648,5,319142,7,130995,12,SB278344555,584039,38236,207,27525,10557,0,384,0,0,11,Non contaminated,Non contaminated,Non contaminated,Human,2017,North America,United States,SB27,2330_KP_Clinical,15/04/2017,,,,,,WELLCOME_Run_2,Escherichia coli
SB2711673266,Escherichia coli,100,0.00334352,0,873/1000,823,6162737,3976195,good,SB2711673266,4836225,207,23363.41,437034,78,971,10,132707,12,96010,20,36077,37,SB2711673266,481040,50102,340,36331,13728,0,783,0,0,3,Non contaminated,Non contaminated,Contaminated,Chicken,2021,North America,United States,SB27,60757_KP_FUTI_EMSL_M1,08/03/2021,CA,,California,1,Mislabelled sample to exclude,WELLCOME_Run_9,Escherichia coli
SRR7026302,Escherichia coli,100,0.0400373,0,275/1000,823,6162737,3976195,good,SRR7026302,17762701,33493,530.34,386430,78,1010,43,676,2853,278,11908,242,25674,SRR7026302,571151,15404,172,10959,4408,0,13,0,0,1,Non contaminated,Non contaminated,Non contaminated,Water/River,2018,Asia,,Contextual,,,,,,,,,
SB2710196354,Escherichia coli,100,0.0188675,0,507/1000,823,6162737,3976195,good,SB2710196354,7502960,1452,5167.33,920338,78,5977,292,109091,16,21337,46,2989,250,SB2710196354,777408,35506,3881,28234,10676,0,9,0,0,20,Contaminated,Contaminated,Contaminated,Human,2020,North America,United States,SB27,25111_KP_Clinical,21/04/2020,,,,,,WELLCOME_Run_7,Escherichia coli
SB2710442417,Escherichia coli,100,0.00705245,0,758/1000,823,6162737,3976195,good,SB2710442417,4611574,287,16068.2,312330,78,785,8,122021,12,77487,21,31279,40,SB2710442417,768269,48168,294,34892,13115,0,593,0,0,59,Non contaminated,Non contaminated,Non contaminated,Pork,2019,North America,United States,SB27,13_KP_FUTI_CN-096_M3,12/08/2019,CA,0,,,,WELLCOME_Run_8,Escherichia coli
SB279407198,Escherichia coli,100,0.00448671,0,835/1000,823,6162737,3976195,good,SB279407198,5131117,295,17393.62,291562,78,775,8,114470,17,69880,28,24357,51,SB279407198,675097,50999,836,37226,14099,0,438,0,0,37,Non contaminated,Non contaminated,Non contaminated,Human,2019,North America,United States,SB27,19933_KP_Clinical,26/08/2019,,,,,,WELLCOME_Run_6,Escherichia coli
SB278344612,Escherichia coli,100,0.00274254,0,894/1000,823,6162737,3976195,good,SB278344612,5217602,309,16885.44,603154,78,393,4,323602,7,191221,11,110403,17,SB278344612,524347,96790,1339,71729,25520,0,98,0,0,42,Contaminated,Non contaminated,Contaminated,Human,2017,North America,United States,SB27,2554_KP_Clinical,02/06/2017,,,,,,WELLCOME_Run_2,Escherichia coli
SB278344770,Escherichia coli,100,0.00366686,0,862/1000,823,6162737,3976195,good,SB278344770,5418026,268,20216.51,414698,78,976,10,123750,13,80307,24,34227,43,SB278344770,535423,85991,1050,62909,23437,0,57,0,0,46,Non contaminated,Non contaminated,Non contaminated,Human,2017,North America,United States,SB27,3711_KP_Clinical,09/08/2017,,,,,,WELLCOME_Run_2,Escherichia coli
SB277889586,Escherichia coli,100,0.0112643,0,652/1000,823,6162737,3976195,good,SB277889586,5220407,278,18778.44,524047,78,1275,13,258922,7,157869,12,37484,24,SB277889586,498086,95993,591,70868,24920,0,25,0,0,127006,Non contaminated,Non contaminated,Non contaminated,Chicken,2017,North America,United States,SB27,18_KP_FUTI_CN-012,16/11/2017,CA,1,Nebraska,0,,WELLCOME_Run_1,Escherichia coli
SB2710445046,Escherichia coli,100,0.00502299,0,818/1000,823,6162737,3976195,good,SB2710445046,5183785,275,18850.13,523551,78,965,10,288986,7,189455,11,42259,24,SB2710445046,639545,97740,480,71580,25522,0,271,0,0,64,Non contaminated,Non contaminated,Non contaminated,Human,2018,North America,United States,SB27,11290_KP_Clinical,03/08/2018,,,,,,WELLCOME_Run_9,Escherichia coli
SB2710441844,Escherichia coli,100,0.00759618,0,743/1000,823,6162737,3976195,good,SB2710441844,5345125,1030,5189.44,351770,78,1253,37,79940,20,48014,36,7680,74,SB2710441844,768751,45728,2270,34381,13137,0,40,0,0,48,Contaminated,Contaminated,Contaminated,Pork,2021,North America,United States,SB27,11_KP_FUTI_CN-123_M3,17/05/2021,CA,0,,,,WELLCOME_Run_7,Escherichia coli
SB279408848,Escherichia coli,100,0.0134036,0,606/1000,823,6162737,3976195,good,SB279408848,6984973,562,12428.78,479966,78,2179,86,185816,12,41620,27,8685,105,SB279408848,723021,84366,810,61471,22764,0,55,0,0,48,Non contaminated,Contaminated,Contaminated,Human,2019,North America,United States,SB27,22858_KP_Clinical,26/12/2019,,,,,,WELLCOME_Run_6,Escherichia coli
SB279408357,Escherichia coli,100,0.00676872,0,766/1000,823,6162737,3976195,good,SB279408357,5304483,778,6818.1,252051,78,1802,21,100149,17,54759,31,13396,66,SB279408357,455454,47136,1267,34874,13144,0,19,0,0,52736,Contaminated,Contaminated,Contaminated,Pork,2019,North America,United States,SB27,9_KP_FUTI_CN-097_M3,19/08/2019,CA,0,,,,WELLCOME_Run_6,Escherichia coli
SB277889676,Escherichia coli,100,0.00584167,0,793/1000,823,6162737,3976195,good,SB277889676,5152034,159,32402.73,570415,78,978,10,199019,8,133452,15,56487,26,SB277889676,618058,37763,175,27163,10341,0,267,0,0,65652,Non contaminated,Non contaminated,Non contaminated,Chicken,2017,North America,United States,SB27,16_KP_FUTI_CN-015,10/12/2017,CA,1,California,1,,WELLCOME_Run_1,Escherichia coli
SB278790350,Escherichia coli,100,0.00781808,0,737/1000,823,6162737,3976195,good,SB278790350,6294097,1244,5059.56,368495,78,5376,167,65573,22,30983,48,3039,189,SB278790350,519938,73679,29427,74672,27622,0,35,0,0,82,Contaminated,Contaminated,Contaminated,Human,2018,North America,United States,SB27,12083_KP_Clinical,06/09/2018,,,,,,WELLCOME_Run_3,Escherichia coli
