"Genome ID","sample","Version","ST_Pasteur","dinB","icdA","pabB","polB","putP","trpA","trpB","uidA"
"64a9bbc449cc8b3c398094bc","SB279406956","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc449cc8b3c3f8092b5","SB278791379","202214121127-v3.2.1","702d5860dd8bb127a31f461b5ecd77ab1e793d89","1","136","2","31","21","4","1","6"
"64a9bbc449cc8b3c9a8093a1","SB279408451","202214121127-v3.2.1","367","8","104","7","3","7","1","4","2"
"64a9bbc449cc8b3c9d8091c0","SB2713433341","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc449cc8b3ca180963a","SB2710445593","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc449cc8b3cb28098af","SB278790231","202214121127-v3.2.1","815","12","271","24","19","13","24","8","3"
"64a9bbc449cc8b3cc2809298","SB2710445336","202214121127-v3.2.1","b4a318a2ce1c138ff3f2514a7d32cc1a9808c540","87","160","4","10","78","29","2","5"
"64a9bbc449cc8b3cf680935b","SB279408094","202214121127-v3.2.1","132","10","2","7","3","7","1","4","2"
"64a9bbc449cc8b3d06809223","SB2713433202","202214121127-v3.2.1","00867a67962f205ac8a35d66048918a56c42faec","58","3ed8eeba27ccdedfabd8e6bad0ccad87ba2c207f","4","17","25","31","18","20"
"64a9bbc449cc8b3d07809672","SB2710442894","202214121127-v3.2.1","53c30ee05e44d1a6d49981265f7515306a312c82","10","3","4","101","41","1","57","c50c61f6d93a1449a4c4f3ef4f7a1db016f299f2"
"64a9bbc449cc8b3d12809455","SB279408371","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc449cc8b3d14809627","SB2710442259","202214121127-v3.2.1","9df6c7643b7cbc5f39f1a370be1ef5b8d765ca65","82","34","c8e1c977d2984debd73592798c1ed6f568243c63","10","84","1","4","4"
"64a9bbc449cc8b3d6280939a","SB278791246","202214121127-v3.2.1","637","10","148","3","3","18","1","4","23"
"64a9bbc449cc8b3d788095a4","SB2711674011","202214121127-v3.2.1","769cd754a6516928752528fc8ef4b8e78469888b","83","28","ce418cf62d1f58253fa20e2c6fa423861d35f8bf","3","18","1","110","40"
"64a9bbc449cc8b3d7e8092a7","SB278344700","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc449cc8b3d8a809861","SB277889756","202214121127-v3.2.1","534","7","207","48","10","16","8","2","2"
"64a9bbc449cc8b3da7809462","SB279408356","202214121127-v3.2.1","88","32","47","4","10","16","7","4","5"
"64a9bbc449cc8b3daf80928b","SB2710442376","202214121127-v3.2.1","357","5","47","4","10","26","1","4","2"
"64a9bbc449cc8b3db58093ad","SB2710442075","202214121127-v3.2.1","9147909675598fb3beba9b7796090f21f421b36f","47f6d4a889e1d997d55e4105d473a99174bfb28f","28e6ca0e63744fde0437a5bc5ce3ab1a56b6c6b2","4","52","c8b8de3a3901379d528433dc7dd243d16bcd13bd","3eba48ba0861ee954cef5f08076cae74a56d5846","c03db6386cd9ec660e0ba0ac938b716bd17e948f","156"
"64a9bbc449cc8b3dcb8096cb","SB2711674202","202214121127-v3.2.1","1e69dcb78580356ab52ebe9e4c0283e43a54619c","29","2","3","3","16","1","4","23"
"64a9bbc449cc8b3dde809491","SB2710441398","202214121127-v3.2.1","375","2","48","73","82","127","18","46","1"
"64a9bbc449cc8b3deb809092","SB2713433796","202214121127-v3.2.1","74","6","5","4","2","6","7","2","4"
"64a9bbc449cc8b3e2480944c","SB278344593","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc449cc8b3e2e8092ba","SB279408708","202214121127-v3.2.1","0a654dd4987b2a2884e82e8ac1f059d3223b3c4f","32","37","48","10","74","57","4","65"
"64a9bbc449cc8b3e3a809346","SB278791188","202214121127-v3.2.1","363","50","65","3","2","5","111","2","2"
"64a9bbc449cc8b3e4a809562","SB277889589","202214121127-v3.2.1","48","2","11","23","15","10","15","10","12"
"64a9bbc449cc8b3e628094fb","SB2711672777","202214121127-v3.2.1","24","7","32","18","2","5","8","2","2"
"64a9bbc449cc8b3e658093d3","SB278790748","202214121127-v3.2.1","2","8","2","7","3","7","1","4","2"
"64a9bbc449cc8b3e878092d5","SB2710442281","202214121127-v3.2.1","5849211f597176648862db29319f8746ff2272b7","50","47","3","10","5","8","2","55"
"64a9bbc449cc8b3ece80940c","SB2711674146","202214121127-v3.2.1","69f1346286ccecc54bd2968c2fab6c2e2472c507","83","28","7","3","18","1","110","40"
"64a9bbc449cc8b3f3e8090c2","SB2713433742","202214121127-v3.2.1","2ff6d9a6e059df21e87dbc9ac6010c17f20547f1","10","2","3","3","16","1","b04baec8c25d42ca8262cf2f0ea5dfad42fe1914","23"
"64a9bbc449cc8b3f6380935f","SB2710445149","202214121127-v3.2.1","511","18","8","112","20","66","136","56","32"
"64a9bbc449cc8b3f668092f0","SB2710441838","202214121127-v3.2.1","860b37beb2352fd88e468234f530c08d9286154c","11","282","4","52","119f55c76d10e2eea72123b5b025047036475822","","","20"
"64a9bbc449cc8b3fa98091ce","SB2713433311","202214121127-v3.2.1","e3d4968cc83912d90a4bd8a1eb246e87e87467ac","25","1c317088626d05128e6f9faef82240e4d8235c4e","48","10","16","8","2","2a1bf19387d3fcb0038d5383221c6e5ac145548c"
"64a9bbc449cc8b3fb78090e4","SB2713433641","202214121127-v3.2.1","53","1","7","1","9","20","20","1","6"
"64a9bbc449cc8b3fc28097a1","SB279408580","202214121127-v3.2.1","350","32","150","3","10","5","8","2","50"
"64a9bbc449cc8b3fc4809391","SB279406713","202214121127-v3.2.1","6","1","7","1","9","2","20","1","6"
"64a9bbc449cc8b3ffd8092b6","SB279408564","202214121127-v3.2.1","641","2","237","23","15","10","15","10","12"
"64a9bbc449cc8b401980980f","SB2710445525","202214121127-v3.2.1","8c681e7e5d7a5be06f20d480a2c10c65a0a693f3","2","003900644be8bac0847d83640ffc68cc20400c1e","6","4","1","6","1","1"
"64a9bbc449cc8b405d80940a","SB2710446102","202214121127-v3.2.1","2","8","2","7","3","7","1","4","2"
"64a9bbc449cc8b4062809896","SB2710441467","202214121127-v3.2.1","5dee67616bb8f2029dcf8ff6163a1ffee6beafae","50","47","3","10","5","7","4","55"
"64a9bbc449cc8b408b8095ac","SB2710196256","202214121127-v3.2.1","534","7","207","48","10","16","8","2","2"
"64a9bbc449cc8b408e8097d6","SB277889692","202214121127-v3.2.1","5d7c724aa2f377822bb062302fd8675ea1fd182f","25","928427a92927b2d814bf3325d87170b24f2f648a","3","10","26","53","4","65"
"64a9bbc449cc8b409d80962a","SB279408294","202214121127-v3.2.1","817","10","2","3","3","7","1","4","4"
"64a9bbc449cc8b40a0809218","SB2713433213","202214121127-v3.2.1","301","38","130","98","91","118","99","103","89"
"64a9bbc449cc8b40ad809787","SB2710441952","202214121127-v3.2.1","987","10","28","3","3","18","1","4","2"
"64a9bbc449cc8b40d28094da","SB279407000","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc449cc8b40e28095e2","SB279408703","202214121127-v3.2.1","1021","10","323","110","17","16","1","201","40"
"64a9bbc449cc8b40ec80967b","SB278791686","202214121127-v3.2.1","52","2","4","6","4","1","21","1","1"
"64a9bbc449cc8b41368091fc","SB2713433245","202214121127-v3.2.1","636","7","3","3","68","74","7","4","5"
"64a9bbc449cc8b4153809123","SB2713433555","202214121127-v3.2.1","a87a7cbdecc6c8687f348f3cd785cf2e272965f3","4","77","10","b3ba4fa1f1e43a6f6808b6a6291b4684bd0bc059","2","4","1","6"
"64a9bbc449cc8b4174809276","SB278791258","202214121127-v3.2.1","641","2","237","23","15","10","15","10","12"
"64a9bbc449cc8b41828097ee","SB2710445612","202214121127-v3.2.1","24","7","32","18","2","5","8","2","2"
"64a9bbc449cc8b418c809868","SB279406987","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc449cc8b41a5809569","SB279408073","202214121127-v3.2.1","32d657db2ac3d73c85e5744b291332bbe7d0788d","7","37","3","9c53ffef3ec09ceeaefbc1af3cac9bbf5977ab3d","159","178","157","2"
"64a9bbc449cc8b41a98096a9","SB2711672798","202214121127-v3.2.1","b149e4541f43c8b0b94f9d51495127d4e2f4a92a","1","1","c123a40a1ebb2677b679bd92ce047216a6672015","1","1","2","3","1"
"64a9bbc449cc8b41ba809209","SB2713433230","202214121127-v3.2.1","378","58","156","110","17","16","31","112","40"
"64a9bbc449cc8b41bf8091db","SB2713433285","202214121127-v3.2.1","88","32","47","4","10","16","7","4","5"
"64a9bbc449cc8b41da8093bf","SB2711674009","202214121127-v3.2.1","769cd754a6516928752528fc8ef4b8e78469888b","83","28","ce418cf62d1f58253fa20e2c6fa423861d35f8bf","3","18","1","110","40"
"64a9bbc449cc8b41e1809782","SB2710441367","202214121127-v3.2.1","d5b11bbf76364fa934b496d7f1659c93d33bcf39","17","64076e980720887448da6082e53fbc29d931b36f","195","11","8","978296affdd542071cf8259e1f7834972aafc8ff","618f4d53cb5e63dae2b333f2cfb0b9eef7752f22","242"
"64a9bbc449cc8b421b80955f","SB277889507","202214121127-v3.2.1","88","32","47","4","10","16","7","4","5"
"64a9bbc449cc8b4223809865","SB278790546","202214121127-v3.2.1","6","1","7","1","9","2","20","1","6"
"64a9bbc449cc8b422480921e","SB2713433207","202214121127-v3.2.1","92ffceb6032094212ebc3c992eb2396b3b9a93b7","10","2","4","3","7","1","4","2"
"64a9bbc449cc8b42288097c3","SB2711672773","202214121127-v3.2.1","10b0eb587e69ca333f67d1c0b38fc56102926f35","10","23342f41ebe3844af707e514f5d9fc7f760181da","7","3","16","1","4","6bcd0bdf430a91da48b6e1fa2fe960c2130e8909"
"64a9bbc449cc8b4238809195","SB2713433409","202214121127-v3.2.1","848","141","283","179","45","33","43","36","179"
"64a9bbc449cc8b423880939f","SB2710445103","202214121127-v3.2.1","53","1","7","1","9","20","20","1","6"
"64a9bbc449cc8b4248809459","SB2710445449","202214121127-v3.2.1","4e2a47154bd142b6b853e95e5760eb4fc53565d3","10","149","3","3","7","1","79517e46af63ddcf8fd1a21e314288a294130771","4"
"64a9bbc449cc8b42828092f8","SB2710442893","202214121127-v3.2.1","850c2b97b89936fda0fd70e03a60ce5fde8afaf3","1","1cd4d1942f87d05d97b58f78df5b5b2d26eec7cc","74","112","4","19","1","27"
"64a9bbc449cc8b427f809137","SB2713433529","202214121127-v3.2.1","14","18","12","17","14","14","14","14","14"
"64a9bbc449cc8b42e8809650","SB2710442007","202214121127-v3.2.1","86","24","31","4","26","16","29","2","2"
"64a9bbc449cc8b42f98094df","SB2710445206","202214121127-v3.2.1","0af77a157383e94f3e25d012e463d1885cd8436b","10","6b0b298bb9d95cc73bcbb8f617fa2f0d3f26b005","3","3","7","1","4","4"
"64a9bbc449cc8b430680911e","SB2713433560","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc449cc8b430780968e","SB2711674004","202214121127-v3.2.1","769cd754a6516928752528fc8ef4b8e78469888b","83","28","ce418cf62d1f58253fa20e2c6fa423861d35f8bf","3","18","1","110","40"
"64a9bbc449cc8b43338090aa","SB2713433769","202214121127-v3.2.1","661","83","28","110","3","18","1","110","40"
"64a9bbc449cc8b43648093c5","SB2710441882","202214121127-v3.2.1","661","83","28","110","3","18","1","110","40"
"64a9bbc449cc8b438e8097d5","SB277889489","202214121127-v3.2.1","86","24","31","4","26","16","29","2","2"
"64a9bbc449cc8b4397809355","SB278791553","202214121127-v3.2.1","310","50","47","3","10","5","8","2","30"
"64a9bbc449cc8b43c0809790","SB2710441569","202214121127-v3.2.1","1114","25","3","3","52","78","29","217","103"
"64a9bbc449cc8b43c280978d","SB279407369","202214121127-v3.2.1","26","4","15","10","5","2","4","1","6"
"64a9bbc449cc8b43c580961b","SB278791777","202214121127-v3.2.1","74","6","5","4","2","6","7","2","4"
"64a9bbc449cc8b43c9809214","SB2713433217","202214121127-v3.2.1","956","5","3","4","52","16","29","2","2"
"64a9bbc449cc8b44108098b9","SB278791105","202214121127-v3.2.1","9e7b9e99811c449f2d44b586daa6ef96ef7c9672","3","8","5","11","8","3","5","814622424ed5dab13393b04a7855a6169dfcf040"
"64a9bbc449cc8b44348093c6","SB2710445059","202214121127-v3.2.1","9e1140115c949ef262034b7aa8cbed9fadb0d953","2","23","df1342041aaad54ca9a1213d349f0a04218b7863","075b8fc8abf60d9aacd2315a63766757f6580b41","d8dedf95d11a9e49604f8cac66a11cbfe59b0049","27ed8e990c506f7b4408785d2945ef863223228e","ea93df59a3d4a0f9c97d6867468e52a91f03cb57","17d87a9e04690fe11a8d6d7efa0f3d018d8fd1c5"
"64a9bbc449cc8b44878090b5","SB2713433758","202214121127-v3.2.1","661","83","28","110","3","18","1","110","40"
"64a9bbc449cc8b448a8096ba","SB279408513","202214121127-v3.2.1","6e3e118e7523d567f6dbf21a1e9bbcdad67111bb","1","48","77","31","2","70","3","31"
"64a9bbc449cc8b44a2809762","SB2710442380","202214121127-v3.2.1","366","5","47","48","68","5","29","109","2"
"64a9bbc449cc8b44ac809566","SB279406989","202214121127-v3.2.1","5849211f597176648862db29319f8746ff2272b7","50","47","3","10","5","8","2","55"
"64a9bbc449cc8b44be8091bf","SB2713433343","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc449cc8b44ce8092cf","SB278790747","202214121127-v3.2.1","882","145","19","1","6","2","2","1","1"
"64a9bbc449cc8b44ef809413","SB2710442309","202214121127-v3.2.1","9d31b358e764267ae9dfb2fe5a5565424f21ad15","85","158","115","776c07846955b228affb2151baabe72dd483f581","137","122","114","81628853a8371a75ab82f0b0b725a43be241c5af"
"64a9bbc449cc8b45048093db","SB2710442925","202214121127-v3.2.1","b16c7bc7156f8d75de8d7f4644e7c9468d747e7d","25","91","107","10","71","29","2","57"
"64a9bbc449cc8b4590809446","SB278791397","202214121127-v3.2.1","661","83","28","110","3","18","1","110","40"
"64a9bbc449cc8b459c809472","SB279406545","202214121127-v3.2.1","987","10","28","3","3","18","1","4","2"
"64a9bbc449cc8b45b6809830","SB279408318","202214121127-v3.2.1","8","23","9","8","12","9","11","7","13"
"64a9bbc449cc8b45d48097bf","SB279407087","202214121127-v3.2.1","aa8423a71efa6f094d86727249830c00aca604c0","5","a1439a64f6e3337bc18ec93cd1f00027ea6485c8","4","10","16","8","2","2"
"64a9bbc449cc8b45e3809103","SB2713433597","202214121127-v3.2.1","66","6","5","3","2","6","7","2","4"
"64a9bbc449cc8b46438095a3","SB2710442448","202214121127-v3.2.1","357","5","47","4","10","26","1","4","2"
"64a9bbc449cc8b46738094fe","SB2710445296","202214121127-v3.2.1","817","10","2","3","3","7","1","4","4"
"64a9bbc449cc8b467580937d","SB279406703","202214121127-v3.2.1","829","31","195","11","35","27","67","26","125"
"64a9bbc449cc8b46798093b5","SB277889375","202214121127-v3.2.1","598","65","224","139","19","12","24","145","80"
"64a9bbc449cc8b468880933e","SB279407266","202214121127-v3.2.1","10","4","18","10","5","2","4","1","6"
"64a9bbc449cc8b46bb8098b7","SB2711674137","202214121127-v3.2.1","88","32","47","4","10","16","7","4","5"
"64a9bbc449cc8b46d480970b","SB279407292","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc449cc8b46db8096f2","SB278791185","202214121127-v3.2.1","846","82","91","4","10","74","53","2","103"
"64a9bbc449cc8b47108096dc","SB2710445244","202214121127-v3.2.1","956","5","3","4","52","16","29","2","2"
"64a9bbc449cc8b4738809175","SB2713433448","202214121127-v3.2.1","21","7","33","18","2","5","28","2","2"
"64a9bbc449cc8b475080943e","SB279406750","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc449cc8b47698093ec","SB2710445518","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc449cc8b478180936a","SB279407942","202214121127-v3.2.1","641","2","237","23","15","10","15","10","12"
"64a9bbc449cc8b478580970a","SB277889778","202214121127-v3.2.1","7","6","6","4","2","6","7","2","4"
"64a9bbc449cc8b4787809380","SB2710446061","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc449cc8b478d8092c4","SB279407175","202214121127-v3.2.1","b6a0d6064348ccb6b68dd85bb0af530e5956f4e1","7","123","3","10","78","53","4","30"
"64a9bbc449cc8b479b8097ce","SB2710442286","202214121127-v3.2.1","9147909675598fb3beba9b7796090f21f421b36f","47f6d4a889e1d997d55e4105d473a99174bfb28f","28e6ca0e63744fde0437a5bc5ce3ab1a56b6c6b2","4","52","c8b8de3a3901379d528433dc7dd243d16bcd13bd","3eba48ba0861ee954cef5f08076cae74a56d5846","c03db6386cd9ec660e0ba0ac938b716bd17e948f","156"
"64a9bbc449cc8b47a6809669","SB278344775","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc449cc8b47a9809832","SB277889791","202214121127-v3.2.1","14","18","12","17","14","14","14","14","14"
"64a9bbc449cc8b47eb8098c2","SB279408383","202214121127-v3.2.1","21","7","33","18","2","5","28","2","2"
"64a9bbc449cc8b4861809332","SB279408523","202214121127-v3.2.1","f3982d6f8a5b94194197a11d0ad7865e52f688f5","87","47","3","10","78","8","2","2"
"64a9bbc449cc8b487880921d","SB2713433208","202214121127-v3.2.1","9147909675598fb3beba9b7796090f21f421b36f","47f6d4a889e1d997d55e4105d473a99174bfb28f","28e6ca0e63744fde0437a5bc5ce3ab1a56b6c6b2","4","52","c8b8de3a3901379d528433dc7dd243d16bcd13bd","3eba48ba0861ee954cef5f08076cae74a56d5846","c03db6386cd9ec660e0ba0ac938b716bd17e948f","156"
"64a9bbc449cc8b488180948b","SB2710442094","202214121127-v3.2.1","976","58","156","4","17","16","31","112","40"
"64a9bbc449cc8b488b809592","SB278790426","202214121127-v3.2.1","9268e500e5a54c682010a44023ae71a1e476f0ac","32","3","3","10","ac2cb1ba58172d7ba330512393b5c53f3ca09189","8","2","5"
"64a9bbc449cc8b48db809869","SB2711672787","202214121127-v3.2.1","88","32","47","4","10","16","7","4","5"
"64a9bbc449cc8b48fc809109","SB2713433588","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc449cc8b49008091b5","SB2713433367","202214121127-v3.2.1","539","2","11","23","136","10","15","10","12"
"64a9bbc449cc8b490380952c","SB279408759","202214121127-v3.2.1","304","1","23","73","55","43","18","46","1"
"64a9bbc449cc8b49308090b7","SB2713433756","202214121127-v3.2.1","86","24","31","4","26","16","29","2","2"
"64a9bbc449cc8b493480970e","SB279406856","202214121127-v3.2.1","53","1","7","1","9","20","20","1","6"
"64a9bbc449cc8b49898092ae","SB279406827","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc449cc8b49db80924c","SB2710445133","202214121127-v3.2.1","53","1","7","1","9","20","20","1","6"
"64a9bbc449cc8b4a29809812","SB279406727","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc449cc8b4a668092a5","SB278790655","202214121127-v3.2.1","61","14","14","14","29","2","4","1","15"
"64a9bbc449cc8b4ac580916c","SB2713433458","202214121127-v3.2.1","682","83","28","4","3","18","1","110","156"
"64a9bbc449cc8b4ad9809836","SB279408335","202214121127-v3.2.1","34299861b41b157ea400dc8dcff997f0e4cc5393","7","174","3","68","74","7","4","5"
"64a9bbc449cc8b4ae8809688","SB279406422","202214121127-v3.2.1","dd5a3aca3f14a3166546115e6e7f262a2a93207b","10","269","7","8b63fe0fcbea2fc98bae5bae72b45cb30eb9dab5","60","1","4","2"
"64a9bbc449cc8b4b0a809422","SB277889672","202214121127-v3.2.1","00867a67962f205ac8a35d66048918a56c42faec","58","3ed8eeba27ccdedfabd8e6bad0ccad87ba2c207f","4","17","25","31","18","20"
"64a9bbc449cc8b4b0b8097f6","SB279407770","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc449cc8b4b2a8092ce","SB277889567","202214121127-v3.2.1","00867a67962f205ac8a35d66048918a56c42faec","58","3ed8eeba27ccdedfabd8e6bad0ccad87ba2c207f","4","17","25","31","18","20"
"64a9bbc449cc8b4bac809133","SB2713433534","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc449cc8b4bb38093cb","SB278790235","202214121127-v3.2.1","35","4","25","1","6","2","2","1","1"
"64a9bbc449cc8b4bc0809768","SB278344513","202214121127-v3.2.1","53","1","7","1","9","20","20","1","6"
"64a9bbc449cc8b4c0a809760","SB2710442046","202214121127-v3.2.1","953","5","47","3","26","78","7","4","50"
"64a9bbc449cc8b4c0f80918f","SB2713433415","202214121127-v3.2.1","960","10","2","3","3","18","1","4","23"
"64a9bbc449cc8b4c1d80930a","SB278791762","202214121127-v3.2.1","e4126e8d6b32b3e0915b1783f93eae9a36c4d148","25","47","48","52","16","57","4","50"
"64a9bbc449cc8b4c2f8094b7","SB2710445359","202214121127-v3.2.1","947","50","225","3","192","6","8","2","55"
"64a9bbc449cc8b4c588092b7","SB279408102","202214121127-v3.2.1","987","10","28","3","3","18","1","4","2"
"64a9bbc449cc8b4c6b809099","SB2713433788","202214121127-v3.2.1","86","24","31","4","26","16","29","2","2"
"64a9bbc449cc8b4c6f8092ff","SB2710445515","202214121127-v3.2.1","893","25","3","4","10","78","29","2","5"
"64a9bbc449cc8b4c718096d5","SB2710445991","202214121127-v3.2.1","129","4","77","10","5","2","4","1","6"
"64a9bbc449cc8b4c9b8091c6","SB2713433327","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc449cc8b4ca38090b6","SB2713433757","202214121127-v3.2.1","661","83","28","110","3","18","1","110","40"
"64a9bbc449cc8b4ca98091b7","SB2713433358","202214121127-v3.2.1","65d6a90dfcb8c8c53cdb213781edb20e25575469","87","47","48","10","74","7","4","65"
"64a9bbc449cc8b4cc180967c","SB278790775","202214121127-v3.2.1","1105","5","3","48","10","6","8","2","2"
"64a9bbc449cc8b4cc2809149","SB2713433503","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc449cc8b4ccd809610","SB278344485","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc449cc8b4ce9809590","SB279407820","202214121127-v3.2.1","682","83","28","4","3","18","1","110","156"
"64a9bbc449cc8b4cf680917e","SB2713433436","202214121127-v3.2.1","427","32","170","48","119","16","7","4","113"
"64a9bbc449cc8b4d0f809630","SB279406501","202214121127-v3.2.1","908","18","8","27","11","8","12","13","11"
"64a9bbc449cc8b4d15809792","SB2710445272","202214121127-v3.2.1","87","7","33","18","2","5","8","2","2"
"64a9bbc449cc8b4dc38092f1","SB279408291","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc449cc8b4dcb8092cb","SB277889526","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc449cc8b4de88090be","SB2713433747","202214121127-v3.2.1","9c494c39b701adb74029ca234ba997d46927f2c1","87","91","4","52","16","29","2","2"
"64a9bbc449cc8b4e23809493","SB2710442240","202214121127-v3.2.1","9147909675598fb3beba9b7796090f21f421b36f","47f6d4a889e1d997d55e4105d473a99174bfb28f","28e6ca0e63744fde0437a5bc5ce3ab1a56b6c6b2","4","52","c8b8de3a3901379d528433dc7dd243d16bcd13bd","3eba48ba0861ee954cef5f08076cae74a56d5846","c03db6386cd9ec660e0ba0ac938b716bd17e948f","156"
"64a9bbc449cc8b4e398096fd","SB279408188","202214121127-v3.2.1","294","25","3","3","10","78","29","2","57"
"64a9bbc449cc8b4e41809767","SB278790785","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc449cc8b4e4f8092e8","SB278791572","202214121127-v3.2.1","87","7","33","18","2","5","8","2","2"
"64a9bbc449cc8b4e5180934f","SB277889578","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc449cc8b4e8180938c","SB278344592","202214121127-v3.2.1","4","2","4","6","4","1","6","1","1"
"64a9bbc449cc8b4e89809366","SB277889630","202214121127-v3.2.1","666","25","65","3","10","26","53","4","65"
"64a9bbc449cc8b4e8d809884","SB278790937","202214121127-v3.2.1","815","12","271","24","19","13","24","8","3"
"64a9bbc449cc8b4ecd8092f5","SB279407847","202214121127-v3.2.1","303","25","3","48","10","26","57","4","90"
"64a9bbc449cc8b4eec80965f","SB278791326","202214121127-v3.2.1","535","23","9","17","135","9","11","7","13"
"64a9bbc449cc8b4eed809772","SB2710196248","202214121127-v3.2.1","3","3","8","5","11","8","3","5","3"
"64a9bbc449cc8b4f0780954c","SB279407294","202214121127-v3.2.1","623","2","4","6","4","1","161","1","1"
"64a9bbc449cc8b4f15809168","SB2713433462","202214121127-v3.2.1","0f655f00a3c02494c8f04a0ffa5763037732e94b","5","225","217","10","16","29","2","30"
"64a9bbc449cc8b4f1f80946f","SB2710445485","202214121127-v3.2.1","22b26a4d38a85add818b6ec56a22e81440575cbf","58","28","7","3","18","1","4","bb11acdc7d90508a99f0380a6f582dcb0e14d5bb"
"64a9bbc449cc8b4f558096a8","SB277889439","202214121127-v3.2.1","661","83","28","110","3","18","1","110","40"
"64a9bbc449cc8b4f7380983e","SB2710442637","202214121127-v3.2.1","0b27f7874b0ca9494c4bb9c14231252714173f3b","149","3","21","172","16","8","2","40"
"64a9bbc449cc8b4f7580956b","SB279407088","202214121127-v3.2.1","620","4","13","1","6","2","2","1","1"
"64a9bbc449cc8b4fda8096d4","SB2710442169","202214121127-v3.2.1","21","7","33","18","2","5","28","2","2"
"64a9bbc449cc8b4ff48093f3","SB279406395","202214121127-v3.2.1","026b2802531e34f22aea15f6ab0ecdb8e1fa9992","82","160","4","10","74","53","2","103"
"64a9bbc449cc8b500780948d","SB2710445035","202214121127-v3.2.1","8","23","9","8","12","9","11","7","13"
"64a9bbc449cc8b5024809625","SB278790358","202214121127-v3.2.1","ff21d7fc898632ca8a8ec5ba61b4dfff403193a7","2","4","3fe4b99380bf8436c3fd64e5ed863307fb6d5282","4","1","6","1","1"
"64a9bbc449cc8b50468093f2","SB2710445611","202214121127-v3.2.1","506","9","134","74","134","4","72","1","9"
"64a9bbc449cc8b505780959e","SB279407256","202214121127-v3.2.1","1","1","1","2","1","1","2","3","1"
"64a9bbc449cc8b507080958d","SB2710196269","202214121127-v3.2.1","637","10","148","3","3","18","1","4","23"
"64a9bbc449cc8b509d809259","SB2710442607","202214121127-v3.2.1","9147909675598fb3beba9b7796090f21f421b36f","47f6d4a889e1d997d55e4105d473a99174bfb28f","28e6ca0e63744fde0437a5bc5ce3ab1a56b6c6b2","4","52","c8b8de3a3901379d528433dc7dd243d16bcd13bd","3eba48ba0861ee954cef5f08076cae74a56d5846","c03db6386cd9ec660e0ba0ac938b716bd17e948f","156"
"64a9bbc449cc8b50b9809775","SB278791801","202214121127-v3.2.1","539","2","11","23","136","10","15","10","12"
"64a9bbc449cc8b50c7809646","SB2711674005","202214121127-v3.2.1","594","31","195","11","36","27","67","26","125"
"64a9bbc449cc8b50fb80929e","SB2711674001","202214121127-v3.2.1","88","32","47","4","10","16","7","4","5"
"64a9bbc449cc8b511b8090d1","SB2713433719","202214121127-v3.2.1","24","7","32","18","2","5","8","2","2"
"64a9bbc449cc8b513380944b","SB279408794","202214121127-v3.2.1","339","5","65","3","26","6","7","4","55"
"64a9bbc449cc8b5140809842","SB278344939","202214121127-v3.2.1","61","14","14","14","29","2","4","1","15"
"64a9bbc449cc8b5154809402","SB278791114","202214121127-v3.2.1","986","6","5","194","2","6","7","2","4"
"64a9bbc449cc8b516e809436","SB2710442021","202214121127-v3.2.1","636","7","3","3","68","74","7","4","5"
"64a9bbc449cc8b51768091ab","SB2713433380","202214121127-v3.2.1","4e2a47154bd142b6b853e95e5760eb4fc53565d3","10","149","3","3","7","1","79517e46af63ddcf8fd1a21e314288a294130771","4"
